id,text,fill_into_edit,url,document_type,contents,contents_class,description,description_class,transition,type,keyword,last_access_time,number_of_hits
6421d03d-57d4-4409-b594-09249b7a1076,choroom,choroom,https://www.bing.com/search?q=choroom&cvid=17189088afbc449db90c7cf65063d27b&aqs=edge..69i57j0l3j46j0l4.5665j0j4&FORM=ANAB01&DAF0=1&PC=U531,0,choroom,0,0,Bing Search,0,4,5,7,bing.com,13333621147804673,1
